localfile	test	errors
00000600.tmp	Test1	8
00000600.tmp	Test2	0
00000600.tmp	Test3	8
00000600.tmp	Test4	0
00000601.tmp	Test0	0
00000601.tmp	Test1	10
00000601.tmp	Test2	3
00000601.tmp	Test3	13
00000601.tmp	Test4	6
00000602.tmp	Test0	0
00000602.tmp	Test1	11
00000602.tmp	Test2	8
00000602.tmp	Test3	5
00000602.tmp	Test4	2
00000603.tmp	Test0	0
00000603.tmp	Test1	11
00000603.tmp	Test2	8
00000603.tmp	Test3	5
00000603.tmp	Test4	2
00000604.tmp	Test0	0
00000604.tmp	Test1	0
00000604.tmp	Test2	0
00000604.tmp	Test3	0
00000604.tmp	Test4	0
00000605.tmp	Test0	0
00000605.tmp	Test1	7
00000605.tmp	Test2	2
00000605.tmp	Test3	9
00000605.tmp	Test4	4
00000606.tmp	Test0	0
00000606.tmp	Test1	14
00000606.tmp	Test2	13
00000606.tmp	Test3	12
00000606.tmp	Test4	11
00000607.tmp	Test0	0
00000607.tmp	Test1	5
00000607.tmp	Test2	10
00000607.tmp	Test3	15
00000607.tmp	Test4	20
00000608.tmp	Test0	0
00000608.tmp	Test1	0
00000608.tmp	Test2	0
00000608.tmp	Test3	0
00000608.tmp	Test4	0
00000609.tmp	Test0	0
00000609.tmp	Test1	0
00000609.tmp	Test2	0
00000609.tmp	Test3	0
00000609.tmp	Test4	0
00000610.tmp	Test0	0
00000610.tmp	Test1	20
00000610.tmp	Test2	12
00000610.tmp	Test3	4
00000610.tmp	Test4	24
00000611.tmp	Test0	0
00000611.tmp	Test1	1
00000611.tmp	Test2	2
00000611.tmp	Test3	0
00000611.tmp	Test4	1
00000612.tmp	Test0	0
00000612.tmp	Test1	5
00000612.tmp	Test2	1
00000612.tmp	Test3	6
00000612.tmp	Test4	2
00000613.tmp	Test0	0
00000613.tmp	Test1	5
00000613.tmp	Test2	1
00000613.tmp	Test3	6
00000613.tmp	Test4	2
00000614.tmp	Test0	0
00000614.tmp	Test1	5
00000614.tmp	Test2	10
00000614.tmp	Test3	15
00000614.tmp	Test4	3
00000615.tmp	Test0	0
00000615.tmp	Test1	4
00000615.tmp	Test2	2
00000615.tmp	Test3	0
00000615.tmp	Test4	4
00000616.tmp	Test0	0
00000616.tmp	Test1	2
00000616.tmp	Test2	0
00000616.tmp	Test3	2
00000616.tmp	Test4	0
00000617.tmp	Test0	0
00000617.tmp	Test1	14
00000617.tmp	Test2	2
00000617.tmp	Test3	16
00000617.tmp	Test4	4
00000618.tmp	Test0	0
00000618.tmp	Test1	5
00000618.tmp	Test2	3
00000618.tmp	Test3	1
00000618.tmp	Test4	6
00000619.tmp	Test0	0
00000619.tmp	Test1	18
00000619.tmp	Test2	16
00000619.tmp	Test3	14
00000619.tmp	Test4	12
00000620.tmp	Test0	0
00000620.tmp	Test1	4
00000620.tmp	Test2	0
00000620.tmp	Test3	4
00000620.tmp	Test4	0
00000621.tmp	Test0	0
00000621.tmp	Test1	15
00000621.tmp	Test2	5
00000621.tmp	Test3	20
00000621.tmp	Test4	10
00000622.tmp	Test0	0
00000622.tmp	Test1	0
00000622.tmp	Test2	0
00000622.tmp	Test3	0
00000622.tmp	Test4	0
00000623.tmp	Test0	0
00000623.tmp	Test1	7
00000623.tmp	Test2	14
00000623.tmp	Test3	21
00000623.tmp	Test4	4
00000624.tmp	Test0	0
00000624.tmp	Test1	0
00000624.tmp	Test2	0
00000624.tmp	Test3	0
00000624.tmp	Test4	0
00000625.tmp	Test0	0
00000625.tmp	Test1	0
00000625.tmp	Test2	0
00000625.tmp	Test3	0
00000625.tmp	Test4	0
00000626.tmp	Test0	0
00000626.tmp	Test1	1
00000626.tmp	Test2	2
00000626.tmp	Test3	0
00000626.tmp	Test4	1
00000627.tmp	Test0	0
00000627.tmp	Test1	7
00000627.tmp	Test2	4
00000627.tmp	Test3	1
00000627.tmp	Test4	8
00000628.tmp	Test0	0
00000628.tmp	Test1	1
00000628.tmp	Test2	2
00000628.tmp	Test3	0
00000628.tmp	Test4	1
00000629.tmp	Test0	0
00000629.tmp	Test1	13
00000629.tmp	Test2	1
00000629.tmp	Test3	14
00000629.tmp	Test4	2
00000630.tmp	Test0	0
00000630.tmp	Test1	13
00000630.tmp	Test2	11
00000630.tmp	Test3	9
00000630.tmp	Test4	7
00000631.tmp	Test0	0
00000631.tmp	Test1	1
00000631.tmp	Test2	2
00000631.tmp	Test3	3
00000631.tmp	Test4	4
00000632.tmp	Test0	0
00000632.tmp	Test1	0
00000632.tmp	Test2	0
00000632.tmp	Test3	0
00000632.tmp	Test4	0
00000633.tmp	Test0	0
00000633.tmp	Test1	7
00000633.tmp	Test2	5
00000633.tmp	Test3	3
00000633.tmp	Test4	1
00000634.tmp	Test0	0
00000634.tmp	Test1	16
00000634.tmp	Test2	6
00000634.tmp	Test3	22
00000634.tmp	Test4	12
00000635.tmp	Test0	0
00000635.tmp	Test1	6
00000635.tmp	Test2	12
00000635.tmp	Test3	18
00000635.tmp	Test4	1
00000636.tmp	Test0	0
00000636.tmp	Test1	22
00000636.tmp	Test2	16
00000636.tmp	Test3	10
00000636.tmp	Test4	4
00000637.tmp	Test0	0
00000637.tmp	Test1	26
00000637.tmp	Test2	25
00000637.tmp	Test3	24
00000637.tmp	Test4	23
00000638.tmp	Test0	0
00000638.tmp	Test1	3
00000638.tmp	Test2	6
00000638.tmp	Test3	9
00000638.tmp	Test4	12
00000639.tmp	Test0	0
00000639.tmp	Test1	4
00000639.tmp	Test2	0
00000639.tmp	Test3	4
00000639.tmp	Test4	0
00000640.tmp	Test0	0
00000640.tmp	Test1	16
00000640.tmp	Test2	10
00000640.tmp	Test3	4
00000640.tmp	Test4	20
00000641.tmp	Test0	0
00000641.tmp	Test1	1
00000641.tmp	Test2	2
00000641.tmp	Test3	3
00000641.tmp	Test4	4
00000642.tmp	Test0	0
00000642.tmp	Test1	15
00000642.tmp	Test2	14
00000642.tmp	Test3	13
00000642.tmp	Test4	12
00000643.tmp	Test0	0
00000643.tmp	Test1	6
00000643.tmp	Test2	5
00000643.tmp	Test3	4
00000643.tmp	Test4	3
00000644.tmp	Test0	0
00000644.tmp	Test1	3
00000644.tmp	Test2	6
00000644.tmp	Test3	9
00000644.tmp	Test4	12
00000645.tmp	Test0	0
00000645.tmp	Test1	2
00000645.tmp	Test2	1
00000645.tmp	Test3	0
00000645.tmp	Test4	2
00000646.tmp	Test0	0
00000646.tmp	Test1	7
00000646.tmp	Test2	14
00000646.tmp	Test3	3
00000646.tmp	Test4	10
00000647.tmp	Test0	0
00000647.tmp	Test1	13
00000647.tmp	Test2	26
00000647.tmp	Test3	12
00000647.tmp	Test4	25
00000648.tmp	Test0	0
00000648.tmp	Test1	3
00000648.tmp	Test2	0
00000648.tmp	Test3	3
00000648.tmp	Test4	0
00000649.tmp	Test0	0
00000649.tmp	Test1	16
00000649.tmp	Test2	5
00000649.tmp	Test3	21
00000649.tmp	Test4	10
00000650.tmp	Test0	0
00000650.tmp	Test1	1
00000650.tmp	Test2	0
00000650.tmp	Test3	1
00000650.tmp	Test4	0
00000651.tmp	Test0	0
00000651.tmp	Test1	4
00000651.tmp	Test2	2
00000651.tmp	Test3	0
00000651.tmp	Test4	4
00000652.tmp	Test0	0
00000652.tmp	Test1	6
00000652.tmp	Test2	12
00000652.tmp	Test3	18
00000652.tmp	Test4	24
00000653.tmp	Test0	0
00000653.tmp	Test1	4
00000653.tmp	Test2	8
00000653.tmp	Test3	12
00000653.tmp	Test4	16
00000654.tmp	Test0	0
00000654.tmp	Test1	2
00000654.tmp	Test2	1
00000654.tmp	Test3	0
00000654.tmp	Test4	2
00000655.tmp	Test0	0
00000655.tmp	Test1	12
00000655.tmp	Test2	24
00000655.tmp	Test3	9
00000655.tmp	Test4	21
00000656.tmp	Test0	0
00000656.tmp	Test1	7
00000656.tmp	Test2	4
00000656.tmp	Test3	1
00000656.tmp	Test4	8
00000657.tmp	Test0	0
00000657.tmp	Test1	0
00000657.tmp	Test2	0
00000657.tmp	Test3	0
00000657.tmp	Test4	0
00000658.tmp	Test0	0
00000658.tmp	Test1	7
00000658.tmp	Test2	14
00000658.tmp	Test3	5
00000658.tmp	Test4	12
00000659.tmp	Test0	0
00000659.tmp	Test1	14
00000659.tmp	Test2	1
00000659.tmp	Test3	15
00000659.tmp	Test4	2
00000660.tmp	Test0	0
00000660.tmp	Test1	2
00000660.tmp	Test2	4
00000660.tmp	Test3	6
00000660.tmp	Test4	8
00000661.tmp	Test0	0
00000661.tmp	Test1	16
00000661.tmp	Test2	12
00000661.tmp	Test3	8
00000661.tmp	Test4	4
00000662.tmp	Test0	0
00000662.tmp	Test1	6
00000662.tmp	Test2	12
00000662.tmp	Test3	4
00000662.tmp	Test4	10
00000663.tmp	Test0	0
00000663.tmp	Test1	7
00000663.tmp	Test2	14
00000663.tmp	Test3	6
00000663.tmp	Test4	13
00000664.tmp	Test0	0
00000664.tmp	Test1	7
00000664.tmp	Test2	14
00000664.tmp	Test3	5
00000664.tmp	Test4	12
00000665.tmp	Test0	0
00000665.tmp	Test1	9
00000665.tmp	Test2	0
00000665.tmp	Test3	9
00000665.tmp	Test4	0
00000666.tmp	Test0	0
00000666.tmp	Test1	12
00000666.tmp	Test2	6
00000666.tmp	Test3	0
00000666.tmp	Test4	12
00000667.tmp	Test0	0
00000667.tmp	Test1	17
00000667.tmp	Test2	14
00000667.tmp	Test3	11
00000667.tmp	Test4	8
00000668.tmp	Test0	0
00000668.tmp	Test1	13
00000668.tmp	Test2	12
00000668.tmp	Test3	11
00000668.tmp	Test4	10
00000669.tmp	Test0	0
00000669.tmp	Test1	10
00000669.tmp	Test2	7
00000669.tmp	Test3	4
00000669.tmp	Test4	1
00000670.tmp	Test0	0
00000670.tmp	Test1	10
00000670.tmp	Test2	0
00000670.tmp	Test3	10
00000670.tmp	Test4	0
00000671.tmp	Test0	0
00000671.tmp	Test1	9
00000671.tmp	Test2	5
00000671.tmp	Test3	1
00000671.tmp	Test4	10
00000672.tmp	Test0	0
00000672.tmp	Test1	4
00000672.tmp	Test2	8
00000672.tmp	Test3	12
00000672.tmp	Test4	16
00000673.tmp	Test0	0
00000673.tmp	Test1	6
00000673.tmp	Test2	3
00000673.tmp	Test3	0
00000673.tmp	Test4	6
00000674.tmp	Test0	0
00000674.tmp	Test1	7
00000674.tmp	Test2	4
00000674.tmp	Test3	1
00000674.tmp	Test4	8
00000675.tmp	Test0	0
00000675.tmp	Test1	11
00000675.tmp	Test2	0
00000675.tmp	Test3	11
00000675.tmp	Test4	0
00000676.tmp	Test0	0
00000676.tmp	Test1	5
00000676.tmp	Test2	4
00000676.tmp	Test3	3
00000676.tmp	Test4	2
00000677.tmp	Test0	0
00000677.tmp	Test1	1
00000677.tmp	Test2	2
00000677.tmp	Test3	3
00000677.tmp	Test4	4
00000678.tmp	Test0	0
00000678.tmp	Test1	15
00000678.tmp	Test2	10
00000678.tmp	Test3	5
00000678.tmp	Test4	0
00000679.tmp	Test0	0
00000679.tmp	Test1	13
00000679.tmp	Test2	9
00000679.tmp	Test3	5
00000679.tmp	Test4	1
00000680.tmp	Test0	0
00000680.tmp	Test1	15
00000680.tmp	Test2	8
00000680.tmp	Test3	1
00000680.tmp	Test4	16
00000681.tmp	Test0	0
00000681.tmp	Test1	2
00000681.tmp	Test2	4
00000681.tmp	Test3	1
00000681.tmp	Test4	3
00000682.tmp	Test0	0
00000682.tmp	Test1	15
00000682.tmp	Test2	12
00000682.tmp	Test3	9
00000682.tmp	Test4	6
00000683.tmp	Test0	0
00000683.tmp	Test1	10
00000683.tmp	Test2	20
00000683.tmp	Test3	6
00000683.tmp	Test4	16
00000684.tmp	Test0	0
00000684.tmp	Test1	2
00000684.tmp	Test2	4
00000684.tmp	Test3	0
00000684.tmp	Test4	2
00000685.tmp	Test0	0
00000685.tmp	Test1	13
00000685.tmp	Test2	9
00000685.tmp	Test3	5
00000685.tmp	Test4	1
00000686.tmp	Test0	0
00000686.tmp	Test1	3
00000686.tmp	Test2	6
00000686.tmp	Test3	9
00000686.tmp	Test4	12
00000687.tmp	Test0	0
00000687.tmp	Test1	13
00000687.tmp	Test2	2
00000687.tmp	Test3	15
00000687.tmp	Test4	4
00000688.tmp	Test0	0
00000688.tmp	Test1	19
00000688.tmp	Test2	18
00000688.tmp	Test3	17
00000688.tmp	Test4	16
00000689.tmp	Test0	0
00000689.tmp	Test1	0
00000689.tmp	Test2	0
00000689.tmp	Test3	0
00000689.tmp	Test4	0
00000690.tmp	Test0	0
00000690.tmp	Test1	10
00000690.tmp	Test2	1
00000690.tmp	Test3	11
00000690.tmp	Test4	2
00000691.tmp	Test0	0
00000691.tmp	Test1	18
00000691.tmp	Test2	16
00000691.tmp	Test3	14
00000691.tmp	Test4	12
00000692.tmp	Test0	0
00000692.tmp	Test1	13
00000692.tmp	Test2	8
00000692.tmp	Test3	3
00000692.tmp	Test4	16
00000693.tmp	Test0	0
00000693.tmp	Test1	8
00000693.tmp	Test2	4
00000693.tmp	Test3	0
00000693.tmp	Test4	8
00000694.tmp	Test0	0
00000694.tmp	Test1	12
00000694.tmp	Test2	6
00000694.tmp	Test3	0
00000694.tmp	Test4	12
00000695.tmp	Test0	0
00000695.tmp	Test1	6
00000695.tmp	Test2	12
00000695.tmp	Test3	3
00000695.tmp	Test4	9
00000696.tmp	Test0	0
00000696.tmp	Test1	8
00000696.tmp	Test2	16
00000696.tmp	Test3	24
00000696.tmp	Test4	7
00000697.tmp	Test0	0
00000697.tmp	Test1	4
00000697.tmp	Test2	8
00000697.tmp	Test3	3
00000697.tmp	Test4	7
00000698.tmp	Test0	0
00000698.tmp	Test1	13
00000698.tmp	Test2	11
00000698.tmp	Test3	9
00000698.tmp	Test4	7
00000699.tmp	Test0	0
00000699.tmp	Test1	0
00000699.tmp	Test2	0
00000699.tmp	Test3	0
00000699.tmp	Test4	0
00000700.tmp	Test0	0
00000700.tmp	Test1	4
00000700.tmp	Test2	8
00000700.tmp	Test3	12
00000700.tmp	Test4	1
00000701.tmp	Test0	0
00000701.tmp	Test1	0
00000701.tmp	Test2	0
00000701.tmp	Test3	0
00000701.tmp	Test4	0
00000702.tmp	Test0	0
00000702.tmp	Test1	3
00000702.tmp	Test2	6
00000702.tmp	Test3	0
00000702.tmp	Test4	3
00000703.tmp	Test0	0
00000703.tmp	Test1	0
00000703.tmp	Test2	0
00000703.tmp	Test3	0
00000703.tmp	Test4	0
00000704.tmp	Test0	0
00000704.tmp	Test1	1
00000704.tmp	Test2	2
00000704.tmp	Test3	3
00000704.tmp	Test4	4
00000705.tmp	Test0	0
00000705.tmp	Test1	1
00000705.tmp	Test2	2
00000705.tmp	Test3	3
00000705.tmp	Test4	4
00000706.tmp	Test0	0
00000706.tmp	Test1	7
00000706.tmp	Test2	5
00000706.tmp	Test3	3
00000706.tmp	Test4	1
00000707.tmp	Test0	0
00000707.tmp	Test1	21
00000707.tmp	Test2	20
00000707.tmp	Test3	19
00000707.tmp	Test4	18
00000708.tmp	Test0	0
00000708.tmp	Test1	5
00000708.tmp	Test2	1
00000708.tmp	Test3	6
00000708.tmp	Test4	2
00000709.tmp	Test0	0
00000709.tmp	Test1	0
00000709.tmp	Test2	0
00000709.tmp	Test3	0
00000709.tmp	Test4	0
00000710.tmp	Test0	0
00000710.tmp	Test1	5
00000710.tmp	Test2	10
00000710.tmp	Test3	3
00000710.tmp	Test4	8
00000711.tmp	Test0	0
00000711.tmp	Test1	0
00000711.tmp	Test2	0
00000711.tmp	Test3	0
00000711.tmp	Test4	0
00000712.tmp	Test0	0
00000712.tmp	Test1	4
00000712.tmp	Test2	3
00000712.tmp	Test3	2
00000712.tmp	Test4	1
00000713.tmp	Test0	0
00000713.tmp	Test1	1
00000713.tmp	Test2	2
00000713.tmp	Test3	0
00000713.tmp	Test4	1
00000714.tmp	Test0	0
00000714.tmp	Test1	0
00000714.tmp	Test2	0
00000714.tmp	Test3	0
00000714.tmp	Test4	0
00000715.tmp	Test0	0
00000715.tmp	Test1	2
00000715.tmp	Test2	4
00000715.tmp	Test3	0
00000715.tmp	Test4	2
00000716.tmp	Test0	0
00000716.tmp	Test1	2
00000716.tmp	Test2	1
00000716.tmp	Test3	0
00000716.tmp	Test4	2
00000717.tmp	Test0	0
00000717.tmp	Test1	1
00000717.tmp	Test2	0
00000717.tmp	Test3	1
00000717.tmp	Test4	0
00000718.tmp	Test0	0
00000718.tmp	Test1	1
00000718.tmp	Test2	0
00000718.tmp	Test3	1
00000718.tmp	Test4	0
00000719.tmp	Test0	0
00000719.tmp	Test1	2
00000719.tmp	Test2	4
00000719.tmp	Test3	6
00000719.tmp	Test4	8
00000720.tmp	Test0	0
00000720.tmp	Test1	1
00000720.tmp	Test2	2
00000720.tmp	Test3	3
00000720.tmp	Test4	4
00000721.tmp	Test0	0
00000721.tmp	Test1	17
00000721.tmp	Test2	11
00000721.tmp	Test3	5
00000721.tmp	Test4	22
00000722.tmp	Test0	0
00000722.tmp	Test1	1
00000722.tmp	Test2	2
00000722.tmp	Test3	3
00000722.tmp	Test4	4
00000723.tmp	Test0	0
00000723.tmp	Test1	5
00000723.tmp	Test2	2
00000723.tmp	Test3	7
00000723.tmp	Test4	4
00000724.tmp	Test0	0
00000724.tmp	Test1	3
00000724.tmp	Test2	0
00000724.tmp	Test3	3
00000724.tmp	Test4	0
00000725.tmp	Test0	0
00000725.tmp	Test1	7
00000725.tmp	Test2	14
00000725.tmp	Test3	5
00000725.tmp	Test4	12
00000726.tmp	Test0	0
00000726.tmp	Test1	3
00000726.tmp	Test2	6
00000726.tmp	Test3	9
00000726.tmp	Test4	0
00000727.tmp	Test0	0
00000727.tmp	Test1	1
00000727.tmp	Test2	2
00000727.tmp	Test3	3
00000727.tmp	Test4	4
00000728.tmp	Test0	0
00000728.tmp	Test1	5
00000728.tmp	Test2	10
00000728.tmp	Test3	3
00000728.tmp	Test4	8
00000729.tmp	Test0	0
00000729.tmp	Test1	8
00000729.tmp	Test2	7
00000729.tmp	Test3	6
00000729.tmp	Test4	5
00000730.tmp	Test0	0
00000730.tmp	Test1	0
00000730.tmp	Test2	0
00000730.tmp	Test3	0
00000730.tmp	Test4	0
00000731.tmp	Test0	0
00000731.tmp	Test1	1
00000731.tmp	Test2	2
00000731.tmp	Test3	3
00000731.tmp	Test4	4
00000732.tmp	Test0	0
00000732.tmp	Test1	7
00000732.tmp	Test2	2
00000732.tmp	Test3	9
00000732.tmp	Test4	4
00000733.tmp	Test0	0
00000733.tmp	Test1	16
00000733.tmp	Test2	9
00000733.tmp	Test3	2
00000733.tmp	Test4	18
00000734.tmp	Test0	0
00000734.tmp	Test1	23
00000734.tmp	Test2	22
00000734.tmp	Test3	21
00000734.tmp	Test4	20
00000735.tmp	Test0	0
00000735.tmp	Test1	17
00000735.tmp	Test2	16
00000735.tmp	Test3	15
00000735.tmp	Test4	14
00000736.tmp	Test0	0
00000736.tmp	Test1	15
00000736.tmp	Test2	3
00000736.tmp	Test3	18
00000736.tmp	Test4	6
00000737.tmp	Test0	0
00000737.tmp	Test1	4
00000737.tmp	Test2	1
00000737.tmp	Test3	5
00000737.tmp	Test4	2
00000738.tmp	Test0	0
00000738.tmp	Test1	16
00000738.tmp	Test2	13
00000738.tmp	Test3	10
00000738.tmp	Test4	7
00000739.tmp	Test0	0
00000739.tmp	Test1	1
00000739.tmp	Test2	2
00000739.tmp	Test3	3
00000739.tmp	Test4	4
00000740.tmp	Test0	0
00000740.tmp	Test1	0
00000740.tmp	Test2	0
00000740.tmp	Test3	0
00000740.tmp	Test4	0
00000741.tmp	Test0	0
00000741.tmp	Test1	18
00000741.tmp	Test2	9
00000741.tmp	Test3	0
00000741.tmp	Test4	18
00000742.tmp	Test0	0
00000742.tmp	Test1	0
00000742.tmp	Test2	0
00000742.tmp	Test3	0
00000742.tmp	Test4	0
00000743.tmp	Test0	0
00000743.tmp	Test1	25
00000743.tmp	Test2	23
00000743.tmp	Test3	21
00000743.tmp	Test4	19
00000744.tmp	Test0	0
00000744.tmp	Test1	9
00000744.tmp	Test2	2
00000744.tmp	Test3	11
00000744.tmp	Test4	4
00000745.tmp	Test0	0
00000745.tmp	Test1	10
00000745.tmp	Test2	7
00000745.tmp	Test3	4
00000745.tmp	Test4	1
00000746.tmp	Test0	0
00000746.tmp	Test1	16
00000746.tmp	Test2	11
00000746.tmp	Test3	6
00000746.tmp	Test4	1
00000747.tmp	Test0	0
00000747.tmp	Test1	16
00000747.tmp	Test2	13
00000747.tmp	Test3	10
00000747.tmp	Test4	7
00000748.tmp	Test0	0
00000748.tmp	Test1	22
00000748.tmp	Test2	21
00000748.tmp	Test3	20
00000748.tmp	Test4	19
00000749.tmp	Test0	0
00000749.tmp	Test1	2
00000749.tmp	Test2	4
00000749.tmp	Test3	1
00000749.tmp	Test4	3
00000750.tmp	Test0	0
00000750.tmp	Test1	1
00000750.tmp	Test2	2
00000750.tmp	Test3	3
00000750.tmp	Test4	4
00000751.tmp	Test0	0
00000751.tmp	Test1	10
00000751.tmp	Test2	2
00000751.tmp	Test3	12
00000751.tmp	Test4	4
00000752.tmp	Test0	0
00000752.tmp	Test1	9
00000752.tmp	Test2	5
00000752.tmp	Test3	1
00000752.tmp	Test4	10
00000753.tmp	Test0	0
00000753.tmp	Test1	0
00000753.tmp	Test2	0
00000753.tmp	Test3	0
00000753.tmp	Test4	0
00000754.tmp	Test0	0
00000754.tmp	Test1	17
00000754.tmp	Test2	8
00000754.tmp	Test3	25
00000754.tmp	Test4	16
00000755.tmp	Test0	0
00000755.tmp	Test1	2
00000755.tmp	Test2	1
00000755.tmp	Test3	0
00000755.tmp	Test4	2
00000756.tmp	Test0	0
00000756.tmp	Test1	14
00000756.tmp	Test2	12
00000756.tmp	Test3	10
00000756.tmp	Test4	8
00000757.tmp	Test0	0
00000757.tmp	Test1	21
00000757.tmp	Test2	20
00000757.tmp	Test3	19
00000757.tmp	Test4	18
00000758.tmp	Test0	0
00000758.tmp	Test1	5
00000758.tmp	Test2	10
00000758.tmp	Test3	0
00000758.tmp	Test4	5
00000759.tmp	Test0	0
00000759.tmp	Test1	23
00000759.tmp	Test2	22
00000759.tmp	Test3	21
00000759.tmp	Test4	20
00000760.tmp	Test0	0
00000760.tmp	Test1	9
00000760.tmp	Test2	3
00000760.tmp	Test3	12
00000760.tmp	Test4	6
00000761.tmp	Test0	0
00000761.tmp	Test1	5
00000761.tmp	Test2	3
00000761.tmp	Test3	1
00000761.tmp	Test4	6
00000762.tmp	Test0	0
00000762.tmp	Test1	0
00000762.tmp	Test2	0
00000762.tmp	Test3	0
00000762.tmp	Test4	0
00000763.tmp	Test0	0
00000763.tmp	Test1	0
00000763.tmp	Test2	0
00000763.tmp	Test3	0
00000763.tmp	Test4	0
00000764.tmp	Test0	0
00000764.tmp	Test1	4
00000764.tmp	Test2	2
00000764.tmp	Test3	0
00000764.tmp	Test4	4
00000765.tmp	Test0	0
00000765.tmp	Test1	16
00000765.tmp	Test2	9
00000765.tmp	Test3	2
00000765.tmp	Test4	18
00000766.tmp	Test0	0
00000766.tmp	Test1	4
00000766.tmp	Test2	8
00000766.tmp	Test3	12
00000766.tmp	Test4	16
00000767.tmp	Test0	0
00000767.tmp	Test1	8
00000767.tmp	Test2	6
00000767.tmp	Test3	4
00000767.tmp	Test4	2
00000768.tmp	Test0	0
00000768.tmp	Test1	14
00000768.tmp	Test2	12
00000768.tmp	Test3	10
00000768.tmp	Test4	8
00000769.tmp	Test0	0
00000769.tmp	Test1	2
00000769.tmp	Test2	0
00000769.tmp	Test3	2
00000769.tmp	Test4	0
00000770.tmp	Test0	0
00000770.tmp	Test1	17
00000770.tmp	Test2	15
00000770.tmp	Test3	13
00000770.tmp	Test4	11
00000771.tmp	Test0	0
00000771.tmp	Test1	17
00000771.tmp	Test2	14
00000771.tmp	Test3	11
00000771.tmp	Test4	8
00000772.tmp	Test0	0
00000772.tmp	Test1	9
00000772.tmp	Test2	5
00000772.tmp	Test3	1
00000772.tmp	Test4	10
00000773.tmp	Test0	0
00000773.tmp	Test1	21
00000773.tmp	Test2	16
00000773.tmp	Test3	11
00000773.tmp	Test4	6
00000774.tmp	Test0	0
00000774.tmp	Test1	0
00000774.tmp	Test2	0
00000774.tmp	Test3	0
00000774.tmp	Test4	0
00000775.tmp	Test0	0
00000775.tmp	Test1	25
00000775.tmp	Test2	22
00000775.tmp	Test3	19
00000775.tmp	Test4	16
00000776.tmp	Test0	0
00000776.tmp	Test1	16
00000776.tmp	Test2	11
00000776.tmp	Test3	6
00000776.tmp	Test4	1
00000777.tmp	Test0	0
00000777.tmp	Test1	14
00000777.tmp	Test2	6
00000777.tmp	Test3	20
00000777.tmp	Test4	12
00000778.tmp	Test0	0
00000778.tmp	Test1	2
00000778.tmp	Test2	4
00000778.tmp	Test3	6
00000778.tmp	Test4	8
00000779.tmp	Test0	0
00000779.tmp	Test1	15
00000779.tmp	Test2	5
00000779.tmp	Test3	20
00000779.tmp	Test4	10
00000780.tmp	Test0	0
00000780.tmp	Test1	13
00000780.tmp	Test2	8
00000780.tmp	Test3	3
00000780.tmp	Test4	16
00000781.tmp	Test0	0
00000781.tmp	Test1	2
00000781.tmp	Test2	4
00000781.tmp	Test3	1
00000781.tmp	Test4	3
00000782.tmp	Test0	0
00000782.tmp	Test1	1
00000782.tmp	Test2	2
00000782.tmp	Test3	3
00000782.tmp	Test4	4
00000783.tmp	Test0	0
00000783.tmp	Test1	2
00000783.tmp	Test2	4
00000783.tmp	Test3	6
00000783.tmp	Test4	1
00000784.tmp	Test0	0
00000784.tmp	Test1	8
00000784.tmp	Test2	0
00000784.tmp	Test3	8
00000784.tmp	Test4	0
00000785.tmp	Test0	0
00000785.tmp	Test1	5
00000785.tmp	Test2	10
00000785.tmp	Test3	3
00000785.tmp	Test4	8
00000786.tmp	Test0	0
00000786.tmp	Test1	2
00000786.tmp	Test2	0
00000786.tmp	Test3	2
00000786.tmp	Test4	0
00000787.tmp	Test0	0
00000787.tmp	Test1	3
00000787.tmp	Test2	2
00000787.tmp	Test3	1
00000787.tmp	Test4	0
00000788.tmp	Test0	0
00000788.tmp	Test1	0
00000788.tmp	Test2	0
00000788.tmp	Test3	0
00000788.tmp	Test4	0
00000789.tmp	Test0	0
00000789.tmp	Test1	9
00000789.tmp	Test2	7
00000789.tmp	Test3	5
00000789.tmp	Test4	3
00000790.tmp	Test0	0
00000790.tmp	Test1	10
00000790.tmp	Test2	20
00000790.tmp	Test3	9
00000790.tmp	Test4	19
00000791.tmp	Test0	0
00000791.tmp	Test1	0
00000791.tmp	Test2	0
00000791.tmp	Test3	0
00000791.tmp	Test4	0
00000792.tmp	Test0	0
00000792.tmp	Test1	6
00000792.tmp	Test2	4
00000792.tmp	Test3	2
00000792.tmp	Test4	0
00000793.tmp	Test0	0
00000793.tmp	Test1	0
00000793.tmp	Test2	0
00000793.tmp	Test3	0
00000793.tmp	Test4	0
00000794.tmp	Test0	0
00000794.tmp	Test1	7
00000794.tmp	Test2	14
00000794.tmp	Test3	5
00000794.tmp	Test4	12
00000795.tmp	Test0	0
00000795.tmp	Test1	11
00000795.tmp	Test2	9
00000795.tmp	Test3	7
00000795.tmp	Test4	5
00000796.tmp	Test0	0
00000796.tmp	Test1	5
00000796.tmp	Test2	10
00000796.tmp	Test3	1
00000796.tmp	Test4	6
00000797.tmp	Test0	0
00000797.tmp	Test1	4
00000797.tmp	Test2	8
00000797.tmp	Test3	12
00000797.tmp	Test4	3
00000798.tmp	Test0	0
00000798.tmp	Test1	18
00000798.tmp	Test2	13
00000798.tmp	Test3	8
00000798.tmp	Test4	3
00000799.tmp	Test0	0
00000799.tmp	Test1	3
00000799.tmp	Test2	2
00000799.tmp	Test3	1
00000799.tmp	Test4	0
