localfile	url	serverversion	size	downloaddate	lastmoddate
00000807.tmp	http://www.domain0.tl1/page6.html	SomeServer/1.0	3025	2008-04-01	2008-03-11
00000808.tmp	http://www.domain0.tl1/page7.html	SomeServer/1.0	12586	2008-04-01	2008-03-20
00000809.tmp	http://www.domain0.tl1/page8.html	SomeServer/1.0	367	2008-04-01	2008-03-10
00000810.tmp	http://www.domain0.tl1/page9.html	SomeServer/1.0	4088	2008-04-01	2008-02-19
00000811.tmp	http://www.domain1.tl1/page0.html	SomeServer/2.0	13829	2008-04-01	2008-02-15
00000812.tmp	http://www.domain1.tl1/page1.html	SomeServer/2.0	14520	2008-04-01	2008-02-22
00000813.tmp	http://www.domain1.tl1/page2.html	SomeServer/2.0	14610	2008-04-01	2007-12-21
00000814.tmp	http://www.domain1.tl1/page3.html	SomeServer/2.0	2119	2008-04-01	2008-03-03
00000815.tmp	http://www.domain1.tl1/page4.html	SomeServer/2.0	8835	2008-04-01	2008-01-16
00000816.tmp	http://www.domain1.tl1/page5.html	SomeServer/2.0	8551	2008-04-01	2008-03-28
00000817.tmp	http://www.domain1.tl1/page6.html	SomeServer/2.0	13367	2008-04-01	2008-03-17
00000818.tmp	http://www.domain1.tl1/page7.html	SomeServer/2.0	13506	2008-04-01	2007-12-02
00000819.tmp	http://www.domain1.tl1/page8.html	SomeServer/2.0	4983	2008-04-01	2007-12-28
00000820.tmp	http://www.domain1.tl1/page9.html	SomeServer/2.0	8126	2008-04-01	2008-02-26
00000821.tmp	http://www.domain2.tl1/page0.html	SuperServer/3.0	1501	2008-04-01	2008-02-20
00000822.tmp	http://www.domain2.tl1/page1.html	SuperServer/3.0	12902	2008-04-01	2008-03-02
00000823.tmp	http://www.domain2.tl1/page2.html	SuperServer/3.0	14785	2008-04-01	2007-12-08
00000824.tmp	http://www.domain2.tl1/page3.html	SuperServer/3.0	5652	2008-04-01	2008-01-22
00000825.tmp	http://www.domain2.tl1/page4.html	SuperServer/3.0	8970	2008-04-01	2008-02-07
00000826.tmp	http://www.domain2.tl1/page5.html	SuperServer/3.0	3861	2008-04-01	2008-03-10
00000827.tmp	http://www.domain2.tl1/page6.html	SuperServer/3.0	4439	2008-04-01	2007-12-25
00000828.tmp	http://www.domain2.tl1/page7.html	SuperServer/3.0	4488	2008-04-01	2008-03-19
00000829.tmp	http://www.domain2.tl1/page8.html	SuperServer/3.0	8312	2008-04-01	2007-12-04
00000830.tmp	http://www.domain2.tl1/page9.html	SuperServer/3.0	6931	2008-04-01	2008-02-24
00000831.tmp	http://www.domain3.tl1/page0.html	SomeServer/1.0	3339	2008-04-01	2008-03-11
00000832.tmp	http://www.domain3.tl1/page1.html	SomeServer/1.0	8527	2008-04-01	2008-03-17
00000833.tmp	http://www.domain3.tl1/page2.html	SomeServer/1.0	10163	2008-04-01	2008-03-10
00000834.tmp	http://www.domain3.tl1/page3.html	SomeServer/1.0	14860	2008-04-01	2008-02-24
00000835.tmp	http://www.domain3.tl1/page4.html	SomeServer/1.0	3943	2008-04-01	2008-01-15
00000836.tmp	http://www.domain3.tl1/page5.html	SomeServer/1.0	8548	2008-04-01	2008-03-25
00000837.tmp	http://www.domain3.tl1/page6.html	SomeServer/1.0	5976	2008-04-01	2008-02-26
00000838.tmp	http://www.domain3.tl1/page7.html	SomeServer/1.0	696	2008-04-01	2007-12-08
00000839.tmp	http://www.domain3.tl1/page8.html	SomeServer/1.0	14569	2008-04-01	2008-03-08
00000840.tmp	http://www.domain3.tl1/page9.html	SomeServer/1.0	3789	2008-04-01	2008-03-22
00000841.tmp	http://www.domain4.tl1/page0.html	SomeServer/2.0	3515	2008-04-01	2008-01-02
00000842.tmp	http://www.domain4.tl1/page1.html	SomeServer/2.0	8593	2008-04-01	2008-03-20
00000843.tmp	http://www.domain4.tl1/page2.html	SomeServer/2.0	11947	2008-04-01	2008-03-17
00000844.tmp	http://www.domain4.tl1/page3.html	SomeServer/2.0	11829	2008-04-01	2008-02-22
00000845.tmp	http://www.domain4.tl1/page4.html	SomeServer/2.0	1428	2008-04-01	2008-01-18
00000846.tmp	http://www.domain4.tl1/page5.html	SomeServer/2.0	8477	2008-04-01	2008-03-22
00000847.tmp	http://www.domain4.tl1/page6.html	SomeServer/2.0	14551	2008-04-01	2007-12-28
00000848.tmp	http://www.domain4.tl1/page7.html	SomeServer/2.0	868	2008-04-01	2008-03-21
00000849.tmp	http://www.domain4.tl1/page8.html	SomeServer/2.0	6623	2008-04-01	2008-03-20
00000850.tmp	http://www.domain4.tl1/page9.html	SomeServer/2.0	4623	2008-04-01	2008-03-04
00000851.tmp	http://www.domain0.tl2/page0.html	SomeServer/1.0	5420	2008-04-01	2008-03-06
00000852.tmp	http://www.domain0.tl2/page1.html	SomeServer/1.0	14753	2008-04-01	2007-12-14
00000853.tmp	http://www.domain0.tl2/page2.html	SomeServer/1.0	14318	2008-04-01	2008-03-17
00000854.tmp	http://www.domain0.tl2/page3.html	SomeServer/1.0	2684	2008-04-01	2008-03-15
00000855.tmp	http://www.domain0.tl2/page4.html	SomeServer/1.0	1399	2008-04-01	2008-01-12
00000856.tmp	http://www.domain0.tl2/page5.html	SomeServer/1.0	4484	2008-04-01	2008-01-15
00000857.tmp	http://www.domain0.tl2/page6.html	SomeServer/1.0	985	2008-04-01	2008-03-19
00000858.tmp	http://www.domain0.tl2/page7.html	SomeServer/1.0	14815	2008-04-01	2008-03-28
00000859.tmp	http://www.domain0.tl2/page8.html	SomeServer/1.0	1156	2008-04-01	2007-12-04
00000860.tmp	http://www.domain0.tl2/page9.html	SomeServer/1.0	12340	2008-04-01	2008-02-28
00000861.tmp	http://www.domain1.tl2/page0.html	SomeServer/2.0	5016	2008-04-01	2008-03-06
00000862.tmp	http://www.domain1.tl2/page1.html	SomeServer/2.0	9297	2008-04-01	2008-03-10
00000863.tmp	http://www.domain1.tl2/page2.html	SomeServer/2.0	6468	2008-04-01	2008-03-14
00000864.tmp	http://www.domain1.tl2/page3.html	SomeServer/2.0	2629	2008-04-01	2008-03-18
00000865.tmp	http://www.domain1.tl2/page4.html	SomeServer/2.0	8921	2008-04-01	2008-03-23
00000866.tmp	http://www.domain1.tl2/page5.html	SomeServer/2.0	4082	2008-04-01	2008-02-04
00000867.tmp	http://www.domain1.tl2/page6.html	SomeServer/2.0	9894	2008-04-01	2008-01-26
00000868.tmp	http://www.domain1.tl2/page7.html	SomeServer/2.0	4016	2008-04-01	2008-02-07
00000869.tmp	http://www.domain1.tl2/page8.html	SomeServer/2.0	1874	2008-04-01	2008-03-12
00000870.tmp	http://www.domain1.tl2/page9.html	SomeServer/2.0	11046	2008-04-01	2008-03-18
00000871.tmp	http://www.domain2.tl2/page0.html	SuperServer/3.0	4590	2008-04-01	2008-02-25
00000872.tmp	http://www.domain2.tl2/page1.html	SuperServer/3.0	6691	2008-04-01	2008-03-24
00000873.tmp	http://www.domain2.tl2/page2.html	SuperServer/3.0	8167	2008-04-01	2007-12-24
00000874.tmp	http://www.domain2.tl2/page3.html	SuperServer/3.0	1549	2008-04-01	2008-03-12
00000875.tmp	http://www.domain2.tl2/page4.html	SuperServer/3.0	9174	2008-04-01	2008-01-06
00000876.tmp	http://www.domain2.tl2/page5.html	SuperServer/3.0	8602	2008-04-01	2007-12-03
00000877.tmp	http://www.domain2.tl2/page6.html	SuperServer/3.0	527	2008-04-01	2008-02-10
00000878.tmp	http://www.domain2.tl2/page7.html	SuperServer/3.0	642	2008-04-01	2008-03-07
00000879.tmp	http://www.domain2.tl2/page8.html	SuperServer/3.0	6804	2008-04-01	2008-03-12
00000880.tmp	http://www.domain2.tl2/page9.html	SuperServer/3.0	11661	2008-04-01	2008-03-06
00000881.tmp	http://www.domain3.tl2/page0.html	SomeServer/1.0	2788	2008-04-01	2008-03-22
00000882.tmp	http://www.domain3.tl2/page1.html	SomeServer/1.0	11999	2008-04-01	2008-03-03
00000883.tmp	http://www.domain3.tl2/page2.html	SomeServer/1.0	3524	2008-04-01	2008-03-24
00000884.tmp	http://www.domain3.tl2/page3.html	SomeServer/1.0	13614	2008-04-01	2007-12-26
00000885.tmp	http://www.domain3.tl2/page4.html	SomeServer/1.0	1614	2008-04-01	2008-03-03
00000886.tmp	http://www.domain3.tl2/page5.html	SomeServer/1.0	5090	2008-04-01	2008-02-28
00000887.tmp	http://www.domain3.tl2/page6.html	SomeServer/1.0	7033	2008-04-01	2008-03-15
00000888.tmp	http://www.domain3.tl2/page7.html	SomeServer/1.0	10419	2008-04-01	2007-12-24
00000889.tmp	http://www.domain3.tl2/page8.html	SomeServer/1.0	6465	2008-04-01	2008-03-25
00000890.tmp	http://www.domain3.tl2/page9.html	SomeServer/1.0	7219	2008-04-01	2008-03-06
00000891.tmp	http://www.domain4.tl2/page0.html	SomeServer/2.0	8611	2008-04-01	2007-12-06
00000892.tmp	http://www.domain4.tl2/page1.html	SomeServer/2.0	9204	2008-04-01	2008-03-08
00000893.tmp	http://www.domain4.tl2/page2.html	SomeServer/2.0	3320	2008-04-01	2008-03-14
00000894.tmp	http://www.domain4.tl2/page3.html	SomeServer/2.0	1640	2008-04-01	2008-03-04
00000895.tmp	http://www.domain4.tl2/page4.html	SomeServer/2.0	10976	2008-04-01	2007-12-03
00000896.tmp	http://www.domain4.tl2/page5.html	SomeServer/2.0	12139	2008-04-01	2007-12-18
00000897.tmp	http://www.domain4.tl2/page6.html	SomeServer/2.0	13702	2008-04-01	2007-12-27
00000898.tmp	http://www.domain4.tl2/page7.html	SomeServer/2.0	3009	2008-04-01	2008-02-06
00000899.tmp	http://www.domain4.tl2/page8.html	SomeServer/2.0	4525	2008-04-01	2008-02-27
00000900.tmp	http://www.domain4.tl2/page9.html	SomeServer/2.0	7825	2008-04-01	2008-01-02
00000901.tmp	http://www.domain0.tl3/page0.html	SomeServer/1.0	6550	2008-04-01	2007-12-06
00000902.tmp	http://www.domain0.tl3/page1.html	SomeServer/1.0	1982	2008-04-01	2007-12-26
00000903.tmp	http://www.domain0.tl3/page2.html	SomeServer/1.0	4616	2008-04-01	2008-03-17
00000904.tmp	http://www.domain0.tl3/page3.html	SomeServer/1.0	10250	2008-04-01	2008-01-03
00000905.tmp	http://www.domain0.tl3/page4.html	SomeServer/1.0	2694	2008-04-01	2008-03-15
00000906.tmp	http://www.domain0.tl3/page5.html	SomeServer/1.0	1637	2008-04-01	2008-01-10
00000907.tmp	http://www.domain0.tl3/page6.html	SomeServer/1.0	5220	2008-04-01	2008-02-03
00000908.tmp	http://www.domain0.tl3/page7.html	SomeServer/1.0	8088	2008-04-01	2008-03-10
00000909.tmp	http://www.domain0.tl3/page8.html	SomeServer/1.0	14278	2008-04-01	2008-03-17
00000910.tmp	http://www.domain0.tl3/page9.html	SomeServer/1.0	10883	2008-04-01	2008-03-10
00000911.tmp	http://www.domain1.tl3/page0.html	SomeServer/2.0	6993	2008-04-01	2008-03-15
00000912.tmp	http://www.domain1.tl3/page1.html	SomeServer/2.0	12872	2008-04-01	2008-02-14
00000913.tmp	http://www.domain1.tl3/page2.html	SomeServer/2.0	3350	2008-04-01	2008-03-08
00000914.tmp	http://www.domain1.tl3/page3.html	SomeServer/2.0	10167	2008-04-01	2008-02-16
00000915.tmp	http://www.domain1.tl3/page4.html	SomeServer/2.0	3755	2008-04-01	2008-03-23
00000916.tmp	http://www.domain1.tl3/page5.html	SomeServer/2.0	11420	2008-04-01	2008-03-10
00000917.tmp	http://www.domain1.tl3/page6.html	SomeServer/2.0	5230	2008-04-01	2008-03-11
00000918.tmp	http://www.domain1.tl3/page7.html	SomeServer/2.0	9944	2008-04-01	2008-03-13
00000919.tmp	http://www.domain1.tl3/page8.html	SomeServer/2.0	12818	2008-04-01	2008-03-09
00000920.tmp	http://www.domain1.tl3/page9.html	SomeServer/2.0	13890	2008-04-01	2008-02-20
00000921.tmp	http://www.domain2.tl3/page0.html	SuperServer/3.0	5820	2008-04-01	2008-02-13
00000922.tmp	http://www.domain2.tl3/page1.html	SuperServer/3.0	10081	2008-04-01	2008-03-06
00000923.tmp	http://www.domain2.tl3/page2.html	SuperServer/3.0	3831	2008-04-01	2008-01-09
00000924.tmp	http://www.domain2.tl3/page3.html	SuperServer/3.0	14403	2008-04-01	2008-03-18
00000925.tmp	http://www.domain2.tl3/page4.html	SuperServer/3.0	12613	2008-04-01	2008-03-07
00000926.tmp	http://www.domain2.tl3/page5.html	SuperServer/3.0	4649	2008-04-01	2007-12-06
00000927.tmp	http://www.domain2.tl3/page6.html	SuperServer/3.0	5832	2008-04-01	2008-03-21
00000928.tmp	http://www.domain2.tl3/page7.html	SuperServer/3.0	10875	2008-04-01	2008-01-20
00000929.tmp	http://www.domain2.tl3/page8.html	SuperServer/3.0	12933	2008-04-01	2007-12-17
00000930.tmp	http://www.domain2.tl3/page9.html	SuperServer/3.0	1489	2008-04-01	2008-03-13
00000931.tmp	http://www.domain3.tl3/page0.html	SomeServer/1.0	9717	2008-04-01	2008-02-05
00000932.tmp	http://www.domain3.tl3/page1.html	SomeServer/1.0	11019	2008-04-01	2008-03-28
00000933.tmp	http://www.domain3.tl3/page2.html	SomeServer/1.0	2249	2008-04-01	2008-03-13
00000934.tmp	http://www.domain3.tl3/page3.html	SomeServer/1.0	9603	2008-04-01	2008-03-20
00000935.tmp	http://www.domain3.tl3/page4.html	SomeServer/1.0	14139	2008-04-01	2008-03-07
00000936.tmp	http://www.domain3.tl3/page5.html	SomeServer/1.0	5788	2008-04-01	2008-01-13
00000937.tmp	http://www.domain3.tl3/page6.html	SomeServer/1.0	2491	2008-04-01	2008-03-28
00000938.tmp	http://www.domain3.tl3/page7.html	SomeServer/1.0	4119	2008-04-01	2008-01-20
00000939.tmp	http://www.domain3.tl3/page8.html	SomeServer/1.0	2035	2008-04-01	2008-03-05
00000940.tmp	http://www.domain3.tl3/page9.html	SomeServer/1.0	13804	2008-04-01	2008-01-19
00000941.tmp	http://www.domain4.tl3/page0.html	SomeServer/2.0	10564	2008-04-01	2008-03-10
00000942.tmp	http://www.domain4.tl3/page1.html	SomeServer/2.0	9157	2008-04-01	2008-02-18
00000943.tmp	http://www.domain4.tl3/page2.html	SomeServer/2.0	3728	2008-04-01	2008-02-12
00000944.tmp	http://www.domain4.tl3/page3.html	SomeServer/2.0	6186	2008-04-01	2008-01-18
00000945.tmp	http://www.domain4.tl3/page4.html	SomeServer/2.0	5586	2008-04-01	2007-12-15
00000946.tmp	http://www.domain4.tl3/page5.html	SomeServer/2.0	11183	2008-04-01	2008-02-25
00000947.tmp	http://www.domain4.tl3/page6.html	SomeServer/2.0	12244	2008-04-01	2007-12-09
00000948.tmp	http://www.domain4.tl3/page7.html	SomeServer/2.0	1437	2008-04-01	2008-03-16
00000949.tmp	http://www.domain4.tl3/page8.html	SomeServer/2.0	2227	2008-04-01	2008-03-11
00000950.tmp	http://www.domain4.tl3/page9.html	SomeServer/2.0	13129	2008-04-01	2008-02-15
00000951.tmp	http://www.domain0.tl4/page0.html	SomeServer/1.0	5293	2008-04-01	2008-03-03
00000952.tmp	http://www.domain0.tl4/page1.html	SomeServer/1.0	8796	2008-04-01	2008-02-09
00000953.tmp	http://www.domain0.tl4/page2.html	SomeServer/1.0	13320	2008-04-01	2008-03-21
00000954.tmp	http://www.domain0.tl4/page3.html	SomeServer/1.0	3673	2008-04-01	2008-01-17
00000955.tmp	http://www.domain0.tl4/page4.html	SomeServer/1.0	175	2008-04-01	2008-03-20
00000956.tmp	http://www.domain0.tl4/page5.html	SomeServer/1.0	9133	2008-04-01	2007-12-09
00000957.tmp	http://www.domain0.tl4/page6.html	SomeServer/1.0	2922	2008-04-01	2008-03-23
00000958.tmp	http://www.domain0.tl4/page7.html	SomeServer/1.0	11595	2008-04-01	2008-03-04
00000959.tmp	http://www.domain0.tl4/page8.html	SomeServer/1.0	11604	2008-04-01	2008-01-03
00000960.tmp	http://www.domain0.tl4/page9.html	SomeServer/1.0	1685	2008-04-01	2007-12-12
00000961.tmp	http://www.domain1.tl4/page0.html	SomeServer/2.0	14912	2008-04-01	2008-03-16
00000962.tmp	http://www.domain1.tl4/page1.html	SomeServer/2.0	10039	2008-04-01	2008-03-05
00000963.tmp	http://www.domain1.tl4/page2.html	SomeServer/2.0	14680	2008-04-01	2008-02-03
00000964.tmp	http://www.domain1.tl4/page3.html	SomeServer/2.0	7833	2008-04-01	2008-01-03
00000965.tmp	http://www.domain1.tl4/page4.html	SomeServer/2.0	6230	2008-04-01	2008-03-11
00000966.tmp	http://www.domain1.tl4/page5.html	SomeServer/2.0	3168	2008-04-01	2008-03-03
00000967.tmp	http://www.domain1.tl4/page6.html	SomeServer/2.0	14631	2008-04-01	2008-01-02
00000968.tmp	http://www.domain1.tl4/page7.html	SomeServer/2.0	5057	2008-04-01	2008-02-02
00000969.tmp	http://www.domain1.tl4/page8.html	SomeServer/2.0	6906	2008-04-01	2008-03-18
00000970.tmp	http://www.domain1.tl4/page9.html	SomeServer/2.0	907	2008-04-01	2008-03-24
00000971.tmp	http://www.domain2.tl4/page0.html	SuperServer/3.0	213	2008-04-01	2008-03-13
00000972.tmp	http://www.domain2.tl4/page1.html	SuperServer/3.0	6290	2008-04-01	2008-03-25
00000973.tmp	http://www.domain2.tl4/page2.html	SuperServer/3.0	9944	2008-04-01	2008-03-26
00000974.tmp	http://www.domain2.tl4/page3.html	SuperServer/3.0	8816	2008-04-01	2008-03-03
00000975.tmp	http://www.domain2.tl4/page4.html	SuperServer/3.0	3655	2008-04-01	2008-02-16
00000976.tmp	http://www.domain2.tl4/page5.html	SuperServer/3.0	7895	2008-04-01	2008-03-17
00000977.tmp	http://www.domain2.tl4/page6.html	SuperServer/3.0	8614	2008-04-01	2008-01-27
00000978.tmp	http://www.domain2.tl4/page7.html	SuperServer/3.0	3757	2008-04-01	2008-03-19
00000979.tmp	http://www.domain2.tl4/page8.html	SuperServer/3.0	737	2008-04-01	2007-12-09
00000980.tmp	http://www.domain2.tl4/page9.html	SuperServer/3.0	1456	2008-04-01	2007-12-02
00000981.tmp	http://www.domain3.tl4/page0.html	SomeServer/1.0	11446	2008-04-01	2008-02-07
00000982.tmp	http://www.domain3.tl4/page1.html	SomeServer/1.0	9979	2008-04-01	2007-12-12
00000983.tmp	http://www.domain3.tl4/page2.html	SomeServer/1.0	1557	2008-04-01	2008-02-23
00000984.tmp	http://www.domain3.tl4/page3.html	SomeServer/1.0	2279	2008-04-01	2008-02-24
00000985.tmp	http://www.domain3.tl4/page4.html	SomeServer/1.0	5309	2008-04-01	2007-12-18
00000986.tmp	http://www.domain3.tl4/page5.html	SomeServer/1.0	12408	2008-04-01	2008-01-27
00000987.tmp	http://www.domain3.tl4/page6.html	SomeServer/1.0	14706	2008-04-01	2008-03-13
00000988.tmp	http://www.domain3.tl4/page7.html	SomeServer/1.0	6419	2008-04-01	2007-12-19
00000989.tmp	http://www.domain3.tl4/page8.html	SomeServer/1.0	1543	2008-04-01	2008-03-16
00000990.tmp	http://www.domain3.tl4/page9.html	SomeServer/1.0	14170	2008-04-01	2008-03-19
00000991.tmp	http://www.domain4.tl4/page0.html	SomeServer/2.0	6211	2008-04-01	2008-03-26
00000992.tmp	http://www.domain4.tl4/page1.html	SomeServer/2.0	7216	2008-04-01	2008-03-21
00000993.tmp	http://www.domain4.tl4/page2.html	SomeServer/2.0	14038	2008-04-01	2008-01-27
00000994.tmp	http://www.domain4.tl4/page3.html	SomeServer/2.0	697	2008-04-01	2007-12-16
00000995.tmp	http://www.domain4.tl4/page4.html	SomeServer/2.0	13004	2008-04-01	2008-03-11
00000996.tmp	http://www.domain4.tl4/page5.html	SomeServer/2.0	14044	2008-04-01	2008-01-21
00000997.tmp	http://www.domain4.tl4/page6.html	SomeServer/2.0	10390	2008-04-01	2008-01-19
00000998.tmp	http://www.domain4.tl4/page7.html	SomeServer/2.0	1755	2008-04-01	2008-03-19
00000999.tmp	http://www.domain4.tl4/page8.html	SomeServer/2.0	4767	2008-04-01	2007-12-05
00001000.tmp	http://www.domain4.tl4/page9.html	SomeServer/2.0	13677	2008-04-01	2008-03-08
00001001.tmp	http://www.domain0.tl0/page0.html	SomeServer/1.0	9928	2008-05-01	2008-03-18
00001002.tmp	http://www.domain0.tl0/page1.html	SomeServer/1.0	8645	2008-05-01	2008-04-17
00001003.tmp	http://www.domain0.tl0/page2.html	SomeServer/1.0	11852	2008-05-01	2007-12-04
00001004.tmp	http://www.domain0.tl0/page3.html	SomeServer/1.0	13173	2008-05-01	2008-03-26
00001005.tmp	http://www.domain0.tl0/page4.html	SomeServer/1.0	4224	2008-05-01	2008-04-18
00001006.tmp	http://www.domain0.tl0/page5.html	SomeServer/1.0	13294	2008-05-01	2008-03-16
00001007.tmp	http://www.domain0.tl0/page6.html	SomeServer/1.0	13969	2008-05-01	2008-03-22
00001008.tmp	http://www.domain0.tl0/page7.html	SomeServer/1.0	4892	2008-05-01	2008-04-28
00001009.tmp	http://www.domain0.tl0/page8.html	SomeServer/1.0	13463	2008-05-01	2008-01-24
00001010.tmp	http://www.domain0.tl0/page9.html	SomeServer/1.0	4106	2008-05-01	2008-04-06
00001011.tmp	http://www.domain1.tl0/page0.html	SomeServer/2.0	6888	2008-05-01	2008-04-17
00001012.tmp	http://www.domain1.tl0/page1.html	SomeServer/2.0	4418	2008-05-01	2007-12-02
00001013.tmp	http://www.domain1.tl0/page2.html	SomeServer/2.0	9915	2008-05-01	2008-04-22
00001014.tmp	http://www.domain1.tl0/page3.html	SomeServer/2.0	6265	2008-05-01	2008-04-20
00001015.tmp	http://www.domain1.tl0/page4.html	SomeServer/2.0	7213	2008-05-01	2008-04-19
00001016.tmp	http://www.domain1.tl0/page5.html	SomeServer/2.0	13087	2008-05-01	2008-03-21
00001017.tmp	http://www.domain1.tl0/page6.html	SomeServer/2.0	10088	2008-05-01	2007-12-10
00001018.tmp	http://www.domain1.tl0/page7.html	SomeServer/2.0	7566	2008-05-01	2008-01-16
00001019.tmp	http://www.domain1.tl0/page8.html	SomeServer/2.0	13402	2008-05-01	2008-04-24
00001020.tmp	http://www.domain1.tl0/page9.html	SomeServer/2.0	3608	2008-05-01	2008-03-19
00001021.tmp	http://www.domain2.tl0/page0.html	SuperServer/3.0	11865	2008-05-01	2008-04-16
00001022.tmp	http://www.domain2.tl0/page1.html	SuperServer/3.0	4715	2008-05-01	2008-03-13
00001023.tmp	http://www.domain2.tl0/page2.html	SuperServer/3.0	13307	2008-05-01	2008-03-26
00001024.tmp	http://www.domain2.tl0/page3.html	SuperServer/3.0	14982	2008-05-01	2008-04-24
00001025.tmp	http://www.domain2.tl0/page4.html	SuperServer/3.0	10581	2008-05-01	2007-12-28
00001026.tmp	http://www.domain2.tl0/page5.html	SuperServer/3.0	13667	2008-05-01	2008-04-16
00001027.tmp	http://www.domain2.tl0/page6.html	SuperServer/3.0	10574	2008-05-01	2008-01-22
00001028.tmp	http://www.domain2.tl0/page7.html	SuperServer/3.0	8112	2008-05-01	2008-04-22
00001029.tmp	http://www.domain2.tl0/page8.html	SuperServer/3.0	1065	2008-05-01	2008-04-14
00001030.tmp	http://www.domain2.tl0/page9.html	SuperServer/3.0	11749	2008-05-01	2008-03-18
00001031.tmp	http://www.domain3.tl0/page0.html	SomeServer/1.0	5197	2008-05-01	2008-03-05
00001032.tmp	http://www.domain3.tl0/page1.html	SomeServer/1.0	10403	2008-05-01	2008-04-17
00001033.tmp	http://www.domain3.tl0/page2.html	SomeServer/1.0	14478	2008-05-01	2008-03-07
00001034.tmp	http://www.domain3.tl0/page3.html	SomeServer/1.0	9121	2008-05-01	2008-04-19
00001035.tmp	http://www.domain3.tl0/page4.html	SomeServer/1.0	13926	2008-05-01	2008-04-14
00001036.tmp	http://www.domain3.tl0/page5.html	SomeServer/1.0	7993	2008-05-01	2008-04-17
00001037.tmp	http://www.domain3.tl0/page6.html	SomeServer/1.0	2900	2008-05-01	2008-04-03
00001038.tmp	http://www.domain3.tl0/page7.html	SomeServer/1.0	10496	2008-05-01	2008-03-02
00001039.tmp	http://www.domain3.tl0/page8.html	SomeServer/1.0	14804	2008-05-01	2008-02-11
00001040.tmp	http://www.domain3.tl0/page9.html	SomeServer/1.0	4646	2008-05-01	2008-04-23
00001041.tmp	http://www.domain4.tl0/page0.html	SomeServer/2.0	9684	2008-05-01	2008-01-06
00001042.tmp	http://www.domain4.tl0/page1.html	SomeServer/2.0	2198	2008-05-01	2008-03-08
00001043.tmp	http://www.domain4.tl0/page2.html	SomeServer/2.0	1436	2008-05-01	2008-04-11
00001044.tmp	http://www.domain4.tl0/page3.html	SomeServer/2.0	8484	2008-05-01	2008-04-09
00001045.tmp	http://www.domain4.tl0/page4.html	SomeServer/2.0	8175	2008-05-01	2008-03-13
00001046.tmp	http://www.domain4.tl0/page5.html	SomeServer/2.0	3797	2008-05-01	2008-04-25
00001047.tmp	http://www.domain4.tl0/page6.html	SomeServer/2.0	5399	2008-05-01	2008-03-13
00001048.tmp	http://www.domain4.tl0/page7.html	SomeServer/2.0	424	2008-05-01	2008-04-18
00001049.tmp	http://www.domain4.tl0/page8.html	SomeServer/2.0	9475	2008-05-01	2008-02-04
00001050.tmp	http://www.domain4.tl0/page9.html	SomeServer/2.0	2090	2008-05-01	2008-03-07
00001051.tmp	http://www.domain0.tl1/page0.html	SomeServer/1.0	366	2008-05-01	2007-12-05
00001052.tmp	http://www.domain0.tl1/page1.html	SomeServer/1.0	2860	2008-05-01	2008-04-22
00001053.tmp	http://www.domain0.tl1/page2.html	SomeServer/1.0	12308	2008-05-01	2008-02-12
00001054.tmp	http://www.domain0.tl1/page3.html	SomeServer/1.0	12373	2008-05-01	2008-04-13
00001055.tmp	http://www.domain0.tl1/page4.html	SomeServer/1.0	5386	2008-05-01	2008-04-11
00001056.tmp	http://www.domain0.tl1/page5.html	SomeServer/1.0	14857	2008-05-01	2008-04-23
00001057.tmp	http://www.domain0.tl1/page6.html	SomeServer/1.0	3025	2008-05-01	2008-03-11
00001058.tmp	http://www.domain0.tl1/page7.html	SomeServer/1.0	5546	2008-05-01	2008-04-25
00001059.tmp	http://www.domain0.tl1/page8.html	SomeServer/1.0	367	2008-05-01	2008-03-10
00001060.tmp	http://www.domain0.tl1/page9.html	SomeServer/1.0	4088	2008-05-01	2008-02-19
00001061.tmp	http://www.domain1.tl1/page0.html	SomeServer/2.0	13829	2008-05-01	2008-02-15
00001062.tmp	http://www.domain1.tl1/page1.html	SomeServer/2.0	14696	2008-05-01	2008-04-16
00001063.tmp	http://www.domain1.tl1/page2.html	SomeServer/2.0	14610	2008-05-01	2007-12-21
00001064.tmp	http://www.domain1.tl1/page3.html	SomeServer/2.0	13489	2008-05-01	2008-04-23
00001065.tmp	http://www.domain1.tl1/page4.html	SomeServer/2.0	8835	2008-05-01	2008-01-16
00001066.tmp	http://www.domain1.tl1/page5.html	SomeServer/2.0	8551	2008-05-01	2008-03-28
00001067.tmp	http://www.domain1.tl1/page6.html	SomeServer/2.0	10550	2008-05-01	2008-04-28
00001068.tmp	http://www.domain1.tl1/page7.html	SomeServer/2.0	11994	2008-05-01	2008-04-20
00001069.tmp	http://www.domain1.tl1/page8.html	SomeServer/2.0	4983	2008-05-01	2007-12-28
00001070.tmp	http://www.domain1.tl1/page9.html	SomeServer/2.0	8126	2008-05-01	2008-02-26
00001071.tmp	http://www.domain2.tl1/page0.html	SuperServer/3.0	6910	2008-05-01	2008-04-25
00001072.tmp	http://www.domain2.tl1/page1.html	SuperServer/3.0	12902	2008-05-01	2008-03-02
00001073.tmp	http://www.domain2.tl1/page2.html	SuperServer/3.0	9717	2008-05-01	2008-04-25
00001074.tmp	http://www.domain2.tl1/page3.html	SuperServer/3.0	6599	2008-05-01	2008-04-15
00001075.tmp	http://www.domain2.tl1/page4.html	SuperServer/3.0	8970	2008-05-01	2008-02-07
